organization_name,organization_type,ticker_symbol,city,state,fortune_rank,industry_sector,estimated_min_sponsorship,estimated_max_sponsorship,estimated_typical_sponsorship,sponsorship_likelihood_score,arts_education_potential,email,website,mission,data_source,created_at,geographic_priority
Elite Corp Holdings,corporation,ELCO,Kailua,HI,358,Consumer Goods,3215,321500,24806,51,High,marketing@elitecorp.com,https://www.elitecorp.com,Creating products that enrich daily life and bring families together while supporting community growth and development.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682083,Medium
Advanced International Inc.,corporation,ADIN,Albany,NY,359,Consumer Goods,3210,321000,24729,58,High,giving@advancedinterna.com,https://www.advancedinterna.com,Creating products that enrich daily life and bring families together while supporting community growth and development.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682098,High
Elite Company Inc.,corporation,ELIT,Nashville,TN,360,Consumer Goods,3205,320500,24652,55,High,giving@elite.com,https://www.elite.com,Creating products that enrich daily life and bring families together while supporting community growth and development.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682114,Medium
Professional Goods LLC,corporation,PRGO,Edison,NJ,361,Consumer Goods,3200,320000,24576,58,High,community@professionalgoo.com,https://www.professionalgoo.com,Bringing innovation and quality to everyday products while fostering community connections and cultural enrichment.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682126,Medium
Innovative Products LLC,corporation,INPR,Twin Falls,ID,362,Consumer Goods,3195,319500,24499,61,High,partnerships@innovativeprodu.com,https://www.innovativeprodu.com,Creating products that enrich daily life and bring families together while supporting community growth and development.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682180,Medium
Professional Company Systems,corporation,PROF,Vancouver,WA,363,Consumer Goods,3190,319000,24422,59,High,marketing@professional.com,https://www.professional.com,"Delivering quality products that meet consumer needs while building stronger, more vibrant communities.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682238,High
Elite Consumer Company,corporation,ELCO,Hoover,AL,364,Consumer Goods,3185,318500,24346,52,High,community@eliteconsumer.com,https://www.eliteconsumer.com,"Delivering quality products that meet consumer needs while building stronger, more vibrant communities.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682256,Medium
Advanced Brands Company,corporation,ADBR,New Bedford,MA,365,Consumer Goods,3180,318000,24269,54,High,sponsorships@advancedbrands.com,https://www.advancedbrands.com,Creating products that enrich daily life and bring families together while supporting community growth and development.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682270,High
Advanced Company Inc.,corporation,ADVA,Carmel,IN,366,Consumer Goods,3175,317500,24193,60,High,marketing@advanced.com,https://www.advanced.com,Bringing innovation and quality to everyday products while fostering community connections and cultural enrichment.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682283,Medium
Professional International Company,corporation,PRIN,Hattiesburg,MS,367,Consumer Goods,3170,317000,24117,55,High,partnerships@professionalint.com,https://www.professionalint.com,Creating products that enrich daily life and bring families together while supporting community growth and development.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682299,Medium
Innovative Corp Enterprises,corporation,INCO,Central Falls,RI,368,Consumer Goods,3165,316500,24041,51,High,giving@innovativecorp.com,https://www.innovativecorp.com,"Delivering quality products that meet consumer needs while building stronger, more vibrant communities.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682313,Medium
Dynamic Company Holdings,corporation,DYNA,Johnson City,TN,369,Consumer Goods,3160,316000,23965,60,High,partnerships@dynamic.com,https://www.dynamic.com,Bringing innovation and quality to everyday products while fostering community connections and cultural enrichment.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682329,Medium
Advanced Goods Enterprises,corporation,ADGO,Lincoln,NE,370,Consumer Goods,3155,315500,23889,50,High,marketing@advancedgoods.com,https://www.advancedgoods.com,"Delivering quality products that meet consumer needs while building stronger, more vibrant communities.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682342,Medium
Professional Retail Company,corporation,PRRE,Hoover,AL,371,Consumer Goods,3150,315000,23814,51,High,marketing@professionalret.com,https://www.professionalret.com,Bringing innovation and quality to everyday products while fostering community connections and cultural enrichment.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682355,Medium
Strategic Goods Corporation,corporation,STGO,Stamford,CT,372,Consumer Goods,3145,314500,23738,55,High,giving@strategicgoods.com,https://www.strategicgoods.com,Creating products that enrich daily life and bring families together while supporting community growth and development.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682368,Medium
Professional Consumer Corporation,corporation,PRCO,Davenport,IA,373,Consumer Goods,3140,314000,23663,59,High,community@professionalcon.com,https://www.professionalcon.com,Bringing innovation and quality to everyday products while fostering community connections and cultural enrichment.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682382,Medium
Strategic Company Group,corporation,STRA,Arlington,TX,374,Consumer Goods,3135,313500,23587,53,High,marketing@strategic.com,https://www.strategic.com,Creating products that enrich daily life and bring families together while supporting community growth and development.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682396,High
Dynamic Corp Systems,corporation,DYCO,Hialeah,FL,375,Consumer Goods,3130,313000,23512,60,High,marketing@dynamiccorp.com,https://www.dynamiccorp.com,Creating products that enrich daily life and bring families together while supporting community growth and development.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682409,High
Advanced Goods LLC,corporation,ADGO,Cary,NC,376,Consumer Goods,3125,312500,23437,54,High,giving@advancedgoods.com,https://www.advancedgoods.com,Bringing innovation and quality to everyday products while fostering community connections and cultural enrichment.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682422,Medium
Innovative Corp Group,corporation,INCO,Montgomery,AL,377,Consumer Goods,3120,312000,23362,54,High,partnerships@innovativecorp.com,https://www.innovativecorp.com,Creating products that enrich daily life and bring families together while supporting community growth and development.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682440,Medium
Dynamic Brands Corporation,corporation,DYBR,Kenai,AK,378,Consumer Goods,3115,311500,23287,57,High,sponsorships@dynamicbrands.com,https://www.dynamicbrands.com,Creating products that enrich daily life and bring families together while supporting community growth and development.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682453,Medium
Dynamic International Holdings,corporation,DYIN,Bismarck,ND,379,Consumer Goods,3110,311000,23213,51,High,sponsorships@dynamicinternat.com,https://www.dynamicinternat.com,Bringing innovation and quality to everyday products while fostering community connections and cultural enrichment.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682467,Medium
Innovative Products Inc.,corporation,INPR,Rio Rancho,NM,380,Consumer Goods,3105,310500,23138,51,High,marketing@innovativeprodu.com,https://www.innovativeprodu.com,"Delivering quality products that meet consumer needs while building stronger, more vibrant communities.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682484,Medium
Strategic Energy Systems,corporation,STEN,Glendale,AZ,381,Energy,4960,372000,36902,45,Medium,giving@strategicenergy.com,https://www.strategicenergy.com,Committed to energy innovation that drives economic growth while supporting community development initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682807,Medium
Advanced Utilities Holdings,corporation,ADUT,Atlanta,GA,382,Energy,4952,371400,36783,46,Medium,relations@advancedutiliti.com,https://www.advancedutiliti.com,Committed to energy innovation that drives economic growth while supporting community development initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682837,Medium
Strategic Utilities Group,corporation,STUT,Lawton,OK,383,Energy,4944,370800,36664,47,Medium,community@strategicutilit.com,https://www.strategicutilit.com,"Delivering clean, efficient energy that powers progress and strengthens communities across the nation.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682853,Medium
Innovative Power Company,corporation,INPO,Hobbs,NM,384,Energy,4936,370200,36546,50,Medium,partnerships@innovativepower.com,https://www.innovativepower.com,"Delivering clean, efficient energy that powers progress and strengthens communities across the nation.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682866,Medium
Dynamic Petroleum Corporation,corporation,DYPE,Beckley,WV,385,Energy,4928,369600,36427,46,Medium,partnerships@dynamicpetroleu.com,https://www.dynamicpetroleu.com,"Delivering clean, efficient energy that powers progress and strengthens communities across the nation.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682892,Medium
Dynamic Oil Enterprises,corporation,DYOI,Augusta,GA,386,Energy,4920,369000,36309,43,Medium,relations@dynamicoil.com,https://www.dynamicoil.com,"Delivering clean, efficient energy that powers progress and strengthens communities across the nation.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682904,Medium
Dynamic Utilities Company,corporation,DYUT,St. Louis,MO,387,Energy,4912,368400,36191,42,Medium,community@dynamicutilitie.com,https://www.dynamicutilitie.com,"Delivering clean, efficient energy that powers progress and strengthens communities across the nation.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682917,Medium
Strategic Oil Corporation,corporation,STOI,Hoover,AL,388,Energy,4904,367800,36073,49,Medium,marketing@strategicoil.com,https://www.strategicoil.com,"Delivering clean, efficient energy that powers progress and strengthens communities across the nation.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682929,Medium
Advanced Energy Inc.,corporation,ADEN,Scottsdale,AZ,389,Energy,4896,367200,35956,45,Medium,partnerships@advancedenergy.com,https://www.advancedenergy.com,Powering communities with reliable energy solutions while supporting environmental sustainability and economic development.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682946,Medium
Dynamic Electric Holdings,corporation,DYEL,Mililani Town,HI,390,Energy,4888,366600,35838,49,Medium,partnerships@dynamicelectric.com,https://www.dynamicelectric.com,Committed to energy innovation that drives economic growth while supporting community development initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682959,Medium
Dynamic Electric Enterprises,corporation,DYEL,Tallahassee,FL,391,Energy,4880,366000,35721,50,Medium,relations@dynamicelectric.com,https://www.dynamicelectric.com,Powering communities with reliable energy solutions while supporting environmental sustainability and economic development.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682972,High
Advanced Power Enterprises,corporation,ADPO,Bozeman,MT,392,Energy,4872,365400,35604,49,Medium,relations@advancedpower.com,https://www.advancedpower.com,Committed to energy innovation that drives economic growth while supporting community development initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682984,Medium
Superior Oil Group,corporation,SUOI,Thornton,CO,393,Energy,4864,364800,35487,41,Medium,relations@superioroil.com,https://www.superioroil.com,Powering communities with reliable energy solutions while supporting environmental sustainability and economic development.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.682997,High
Elite Petroleum Company,corporation,ELPE,Kenosha,WI,394,Energy,4856,364200,35371,43,Medium,marketing@elitepetroleum.com,https://www.elitepetroleum.com,"Delivering clean, efficient energy that powers progress and strengthens communities across the nation.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.683010,Medium
